id,company,title,url,applyUrl,source,sourceId,roleFamily,newgradStatus,locationText,workplace,remote,remoteScope,reviewLevel,experienceReferences,qualificationPaths,startWindow,startYears,skills,salary,sponsorship,sponsorshipNote,summary,newgradEvidence,aiEvidence,qualificationNote,publishedAt,deadline,verifiedAt,reviewNote
cognition-ashby-b6f96827-ce14-44f4-98fa-b1b8640858b6,Cognition,"Research Engineer, ML Infrastructure",https://jobs.ashbyhq.com/cognition/b6f96827-ce14-44f4-98fa-b1b8640858b6,https://jobs.ashbyhq.com/cognition/b6f96827-ce14-44f4-98fa-b1b8640858b6,Ashby,b6f96827-ce14-44f4-98fa-b1b8640858b6,Research,unclear,San Francisco,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""C++"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
cursor-ashby-cd4bad0a-e2f6-4a8d-9b57-ce1780efedae,Cursor,Research Scientist,https://jobs.ashbyhq.com/cursor/cd4bad0a-e2f6-4a8d-9b57-ce1780efedae,https://jobs.ashbyhq.com/cursor/cd4bad0a-e2f6-4a8d-9b57-ce1780efedae,Ashby,cd4bad0a-e2f6-4a8d-9b57-ce1780efedae,Research,unclear,San Francisco; New York,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
cursor-ashby-0aa0650b-f93c-416e-9e2f-4fdf1556fd14,Cursor,"Software Engineer, ML Research",https://jobs.ashbyhq.com/cursor/0aa0650b-f93c-416e-9e2f-4fdf1556fd14,https://jobs.ashbyhq.com/cursor/0aa0650b-f93c-416e-9e2f-4fdf1556fd14,Ashby,0aa0650b-f93c-416e-9e2f-4fdf1556fd14,ML Engineering,unclear,San Francisco; New York,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],[],[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
cursor-ashby-d0e5b41d-84ab-4887-bd3a-55589b11dd7b,Cursor,"Software Engineer, New Grad 2027",https://jobs.ashbyhq.com/cursor/d0e5b41d-84ab-4887-bd3a-55589b11dd7b,https://jobs.ashbyhq.com/cursor/d0e5b41d-84ab-4887-bd3a-55589b11dd7b/application,Ashby,d0e5b41d-84ab-4887-bd3a-55589b11dd7b,AI Applications,explicit,San Francisco; New York,On-site,False,,curated-source-review,,"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Spring 2027"",""graduationYears"":[2027],""evidence"":""Live posting says Spring 2027 graduation in a technical field and requires a reviewable shipped project; it does not name a Bachelor or Master requirement, so degrees stays empty.""}]",2027,[2027],"[{""name"":""shipped product / app / open source"",""level"":""required""}]",[],Not stated,Not stated,"JD assigns product and infrastructure work on AI agents, Cursor, and related developer tools.","Live posting says Spring 2027 graduation in a technical field and requires a reviewable shipped project; it does not name a Bachelor or Master requirement, so degrees stays empty.","JD assigns product and infrastructure work on AI agents, Cursor, and related developer tools.","Live posting says Spring 2027 graduation in a technical field and requires a reviewable shipped project; it does not name a Bachelor or Master requirement, so degrees stays empty.",2026-09-08T23:51:35.588+00:00,,2026-09-21T19:45:51.426988+00:00,"Rechecked the complete live official Ashby posting. Live posting says Spring 2027 graduation in a technical field and requires a reviewable shipped project; it does not name a Bachelor or Master requirement, so degrees stays empty."
databricks-greenhouse-8546367002,Databricks,AI Engineer – Forward Deployed Engineering (AI FDE),https://databricks.com/company/careers/open-positions/job?gh_jid=8546367002,https://databricks.com/company/careers/open-positions/job?gh_jid=8546367002,Greenhouse,8546367002,AI Applications,unclear,United States,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Spark"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""AWS"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""GCP"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""RAG"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering applications or workflows that use AI models.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies AI Applications work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
datadog-greenhouse-6572669,Datadog,AI Research Scientist - Datadog AI Research (DAIR),https://careers.datadoghq.com/detail/6572669?gh_jid=6572669,https://careers.datadoghq.com/detail/6572669/?gh_jid=6572669,Greenhouse,6572669,Research,unclear,"New York, New York, USA; Pittsburgh, Pennsylvania, USA",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""CUDA"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
decagon-ashby-a8ff946f-d6b1-4059-bc9f-fe6b11504f2f,Decagon,Member of Technical Staff - New Grad (2027 Start),https://jobs.ashbyhq.com/decagon/a8ff946f-d6b1-4059-bc9f-fe6b11504f2f,https://jobs.ashbyhq.com/decagon/a8ff946f-d6b1-4059-bc9f-fe6b11504f2f/application,Ashby,a8ff946f-d6b1-4059-bc9f-fe6b11504f2f,AI Applications,explicit,San Francisco; New York City,On-site,False,,curated-source-review,,"[{""degrees"":[""Bachelor"",""Master"",""PhD""],""minYears"":0,""experienceType"":""not stated"",""graduation"":""December 2026-July 2027"",""graduationYears"":[2026,2027],""evidence"":""Live posting explicitly requires pursuing/completing a BS or higher and graduation between December 2026 and July 2027; title start cohort is not the sole graduation evidence.""}]",2027 start,[2027],"[{""name"":""Python"",""level"":""mentioned""},{""name"":""TypeScript"",""level"":""mentioned""},{""name"":""asynchronous programming"",""level"":""mentioned""},{""name"":""multimodal models"",""level"":""mentioned""},{""name"":""AI coding agents"",""level"":""mentioned""}]",[],Not stated,Not stated,"New-grad teams build customer-facing AI agents, agent engineering, and multimodal/distributed systems.",Live posting explicitly requires pursuing/completing a BS or higher and graduation between December 2026 and July 2027; title start cohort is not the sole graduation evidence.,"New-grad teams build customer-facing AI agents, agent engineering, and multimodal/distributed systems.",Live posting explicitly requires pursuing/completing a BS or higher and graduation between December 2026 and July 2027; title start cohort is not the sole graduation evidence.,2026-08-18T19:29:24.905+00:00,,2026-09-21T19:45:51.426986+00:00,Rechecked the complete live official Ashby posting. Live posting explicitly requires pursuing/completing a BS or higher and graduation between December 2026 and July 2027; title start cohort is not the sole graduation evidence.
decagon-ashby-9231a1ba-d9f5-4ddd-b398-158297ea7db9,Decagon,Research Engineer,https://jobs.ashbyhq.com/decagon/9231a1ba-d9f5-4ddd-b398-158297ea7db9,https://jobs.ashbyhq.com/decagon/9231a1ba-d9f5-4ddd-b398-158297ea7db9,Ashby,9231a1ba-d9f5-4ddd-b398-158297ea7db9,Research,unclear,San Francisco; New York City,Not stated,False,unspecified,automated-discovery,[2],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
decagon-ashby-69fd28a8-0de2-45a5-9b98-33725515add4,Decagon,"Research Engineer, Audio and Speech",https://jobs.ashbyhq.com/decagon/69fd28a8-0de2-45a5-9b98-33725515add4,https://jobs.ashbyhq.com/decagon/69fd28a8-0de2-45a5-9b98-33725515add4,Ashby,69fd28a8-0de2-45a5-9b98-33725515add4,Research,unclear,San Francisco; New York City,Not stated,False,unspecified,automated-discovery,[2],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
decagon-ashby-f84db19b-8de3-49d6-a954-c9ee2e365956,Decagon,"Research Engineer, Safety",https://jobs.ashbyhq.com/decagon/f84db19b-8de3-49d6-a954-c9ee2e365956,https://jobs.ashbyhq.com/decagon/f84db19b-8de3-49d6-a954-c9ee2e365956,Ashby,f84db19b-8de3-49d6-a954-c9ee2e365956,Research,unclear,San Francisco; New York City,Not stated,False,unspecified,automated-discovery,[2],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
distyl-ashby-9af1e81f-34be-47ac-80b9-051d80c040ce,Distyl,"Applied AI Researcher, AI Systems",https://jobs.ashbyhq.com/distyl/9af1e81f-34be-47ac-80b9-051d80c040ce,https://jobs.ashbyhq.com/distyl/9af1e81f-34be-47ac-80b9-051d80c040ce,Ashby,9af1e81f-34be-47ac-80b9-051d80c040ce,ML Infrastructure,unclear,San Francisco; New York,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],[],[],Not stated,Not reviewed in this discovery layer.,"Engineering systems for machine-learning training, deployment or inference.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Infrastructure work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
distyl-ashby-1a44c296-a732-4374-9f8c-a613b17ae37b,Distyl,"Applied AI Researcher, Multi-Agent Systems",https://jobs.ashbyhq.com/distyl/1a44c296-a732-4374-9f8c-a613b17ae37b,https://jobs.ashbyhq.com/distyl/1a44c296-a732-4374-9f8c-a613b17ae37b,Ashby,1a44c296-a732-4374-9f8c-a613b17ae37b,ML Infrastructure,unclear,San Francisco; New York,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Engineering systems for machine-learning training, deployment or inference.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Infrastructure work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
distyl-ashby-4d08070a-2a80-4eaa-b702-04d80dc2ac59,Distyl,"Applied AI Researcher, Post-Training",https://jobs.ashbyhq.com/distyl/4d08070a-2a80-4eaa-b702-04d80dc2ac59,https://jobs.ashbyhq.com/distyl/4d08070a-2a80-4eaa-b702-04d80dc2ac59,Ashby,4d08070a-2a80-4eaa-b702-04d80dc2ac59,AI Applications,unclear,San Francisco; New York,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],[],[],Not stated,Not reviewed in this discovery layer.,Engineering applications or workflows that use AI models.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies AI Applications work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
distyl-ashby-f94707a5-3563-49f4-8414-ec3bb8918d03,Distyl,"Applied AI Researcher, System Self-Improvement",https://jobs.ashbyhq.com/distyl/f94707a5-3563-49f4-8414-ec3bb8918d03,https://jobs.ashbyhq.com/distyl/f94707a5-3563-49f4-8414-ec3bb8918d03,Ashby,f94707a5-3563-49f4-8414-ec3bb8918d03,AI Applications,unclear,San Francisco; New York,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering applications or workflows that use AI models.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies AI Applications work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
distyl-ashby-96951117-efef-4f27-bbc4-671559d4af30,Distyl,"Research Engineers, Post-Training",https://jobs.ashbyhq.com/distyl/96951117-efef-4f27-bbc4-671559d4af30,https://jobs.ashbyhq.com/distyl/96951117-efef-4f27-bbc4-671559d4af30,Ashby,96951117-efef-4f27-bbc4-671559d4af30,Research,unclear,San Francisco; New York,Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""reinforcement learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
doordashusa-greenhouse-7580407,DoorDash,"Machine Learning Engineer, Marketplace Optimization",https://job-boards.greenhouse.io/doordashusa/jobs/7580407,https://job-boards.greenhouse.io/doordashusa/jobs/7580407,Greenhouse,7580407,ML Engineering,unclear,"San Francisco, CA; Sunnyvale, CA",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""C++"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Java"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""PyTorch"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""TensorFlow"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Deep learning"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Engineering and evaluating machine-learning models or model-powered systems.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies ML Engineering work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
embedding-vc-ashby-5c8433ea-c7e6-4350-bbd5-2889e7fdb2b1,Embedding VC,AI Engineer (Early Career),https://jobs.ashbyhq.com/embedding-vc/5c8433ea-c7e6-4350-bbd5-2889e7fdb2b1,https://jobs.ashbyhq.com/embedding-vc/5c8433ea-c7e6-4350-bbd5-2889e7fdb2b1/application,Ashby,5c8433ea-c7e6-4350-bbd5-2889e7fdb2b1,AI Applications,unclear,San Francisco Bay Area,Not stated,False,,curated-source-review,,"[{""degrees"":[""Bachelor"",""Master""],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""Title says AI Engineer (Early Career); JD asks for limited professional experience and project/open-source evidence.""}]",Not stated,[],[],[],Not stated,Not stated,Role builds AI product systems; the early-career posting specifically calls for a builder portfolio.,Title says AI Engineer (Early Career); JD asks for limited professional experience and project/open-source evidence.,Role builds AI product systems; the early-career posting specifically calls for a builder portfolio.,Title says AI Engineer (Early Career); JD asks for limited professional experience and project/open-source evidence.,2026-08-26T01:36:21.991+00:00,,2026-09-21T19:34:07Z,"Official Ashby public posting API returned the role ID, full-time posting, US location, full description, and application URL at 2026-09-21T19:34:07Z."
epsilon-health-ashby-d82e7114-7fab-4329-938a-52cd7bfff538,Epsilon Health,Research Engineer - Data Quality & Evals,https://jobs.ashbyhq.com/epsilon-health/d82e7114-7fab-4329-938a-52cd7bfff538,https://jobs.ashbyhq.com/epsilon-health/d82e7114-7fab-4329-938a-52cd7bfff538,Ashby,d82e7114-7fab-4329-938a-52cd7bfff538,Research,unclear,"San Francisco, CA",Not stated,False,unspecified,automated-discovery,[2],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""NLP"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Spark"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,Research and experimentation on machine-learning methods or model behavior.,"Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Research work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,The source contains a 2-year experience reference; its required/preferred status and degree-specific alternatives need confirmation.,,,2026-09-21T19:57:33.199849+00:00,"Listed with a role-specific URL in the current official Ashby public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
figma-greenhouse-5976930004,Figma,"Data Scientist, Core Data -  PhD (2026)",https://boards.greenhouse.io/figma/jobs/5976930004?gh_jid=5976930004,https://boards.greenhouse.io/figma/jobs/5976930004?gh_jid=5976930004,Greenhouse,5976930004,Applied Data Science,unclear,"San Francisco, CA • New York, NY",Not stated,False,unspecified,automated-discovery,[],"[{""degrees"":[],""minYears"":null,""experienceType"":""not stated"",""graduation"":""Not stated"",""graduationYears"":[],""evidence"":""No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.""}]",Not stated,[],"[{""name"":""Python"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Go"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""SQL"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""LLMs"",""level"":""mentioned"",""alternativeGroup"":null},{""name"":""Machine learning"",""level"":""mentioned"",""alternativeGroup"":null}]",[],Not stated,Not reviewed in this discovery layer.,"Data analysis, statistical modeling or applied machine learning for organizational decisions.","Graduate eligibility has not been established. This role is a broader discovery lead, separately selectable from reviewed graduate pathways.",The official title identifies Applied Data Science work and the description contains model-specific terminology. Technical responsibilities must be checked in the linked source.,No numeric experience floor was recognized by the automated screen. This does not establish a zero-experience pathway.,,,2026-09-21T19:48:57.350813+00:00,"Listed with a role-specific URL in the current official Greenhouse public board. Automatically screened for US locations, AI titles and experience references; compound qualification paths, salary, employment terms and graduate eligibility have not been individually reviewed."
